,timestamp,Keypad4,Keypad3,Keypad2,Keypad1,Opto4,Opto3,Opto2,Opto1,TTLin2,TTLin1,Mic2,Mic1,ActClose4,ActClose3,ActClose2,ActClose1,TTLout2,TTLout1,Sounder2,Sounder1
46,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,1.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51,120.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,121.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,121.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,121.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,132.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,160.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,310.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,313.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,2110.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
61,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
63,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,11.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
65,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
67,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,21.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
69,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,21.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
71,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
73,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
75,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
77,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,0.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
85,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,22.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
87,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,24.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
89,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,38.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
91,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
93,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,43.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
95,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,44.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
97,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,41.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
99,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,44.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
101,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,6.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
103,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
107,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
109,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
111,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,18.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
113,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,40.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
115,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,40.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
117,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,44.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
119,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,60.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
121,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,70.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
123,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,70.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
125,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
127,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
131,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
133,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
137,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
139,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
141,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
143,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,15.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
145,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
147,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
149,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
151,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,101.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
153,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,100.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
155,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
158,110.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
159,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,114.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
161,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,114.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
163,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,100.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
165,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,110.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
167,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,101.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
169,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,100.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
171,120.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,120.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
173,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,126.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
175,120.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,121.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
177,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,110.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
179,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
183,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,13.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
185,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
187,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
189,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,44.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
191,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,47.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
193,41.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,40.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
195,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,50.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
197,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,51.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
199,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,10.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
201,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,100.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
203,110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,108.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,108.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206,110.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
207,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,100.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
209,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,103.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
211,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,120.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
213,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,122.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
215,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,140.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
217,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,140.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
219,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,161.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
221,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,170.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
223,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,100.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
225,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,180.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
227,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230,1.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
231,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,6.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
233,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,8.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
235,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,11.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
237,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
239,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,10.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
241,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
243,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,5.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
245,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,80.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
247,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
249,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
251,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
253,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,206.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,200.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
257,206.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,200.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
259,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,200.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
261,200.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,200.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
263,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,200.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
265,210.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,212.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
267,204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,204.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
269,206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,206.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
271,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,200.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
273,202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,202.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
275,204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,204.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
277,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,200.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
279,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
282,10.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
283,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,11.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
285,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,20.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
287,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,36.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
289,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,11.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
291,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,11.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
293,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,40.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
295,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,40.25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
297,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
